18:34:46.522 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
18:35:20.242 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Factory(RiderDefaultFoldingNamesProvider)" time=0ms
18:35:20.242 |V| ComponentStorage              | :1                 | <Measured> "Compose: Factory(RiderDefaultFoldingNamesProvider)"  time=0ms
18:35:20.243 |V| ComponentStorage              | :1                 | Factory(CSharpSettingsNamesProvider) created
18:35:20.243 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Factory(CSharpSettingsNamesProvider)" time=0ms
18:35:20.243 |V| ComponentStorage              | :1                 | <Measured> "Compose: Factory(CSharpSettingsNamesProvider)"  time=0ms
18:35:20.243 |V| ComponentStorage              | :1                 | Factory(HtmlSettingsNamesProvider) created
18:35:20.243 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Factory(HtmlSettingsNamesProvider)" time=0ms
18:35:20.243 |V| ComponentStorage              | :1                 | <Measured> "Compose: Factory(HtmlSettingsNamesProvider)"  time=0ms
18:35:20.243 |V| ComponentStorage              | :1                 | Factory(AssemblyExplorerHighlighterGroupNamesProvider) created
18:35:20.243 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Factory(AssemblyExplorerHighlighterGroupNamesProvider)" time=0ms
18:35:20.243 |V| ComponentStorage              | :1                 | <Measured> "Compose: Factory(AssemblyExplorerHighlighterGroupNamesProvider)"  time=0ms
18:35:20.243 |V| ComponentStorage              | :1                 | Factory(RegexpSettingsNamesProvider) created
18:35:20.243 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Factory(RegexpSettingsNamesProvider)" time=0ms
18:35:20.243 |V| ComponentStorage              | :1                 | <Measured> "Compose: Factory(RegexpSettingsNamesProvider)"  time=0ms
18:35:20.244 |V| ComponentStorage              | :1                 | Factory(AspNetSettingsNamesProvider) created
18:35:20.244 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Factory(AspNetSettingsNamesProvider)" time=0ms
18:35:20.244 |V| ComponentStorage              | :1                 | <Measured> "Compose: Factory(AspNetSettingsNamesProvider)"  time=0ms
18:35:20.244 |V| ComponentStorage              | :1                 | Factory(UnityHighlighterNamesProvider) created
18:35:20.244 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Factory(UnityHighlighterNamesProvider)" time=0ms
18:35:20.244 |V| ComponentStorage              | :1                 | <Measured> "Compose: Factory(UnityHighlighterNamesProvider)"  time=0ms
18:35:20.244 |V| RiderHighlighterCollectorHost | :1                 | All registered highlighters groups collected in 9 ms
18:35:20.260 |V| RiderHighlighterCollectorHost | :1                 | All registered highlighters collected in 26 ms
18:35:20.265 |I| RiderHighlighterPackCreator   | :1                 | Collected 251 different highlighters types and 247 keys models
18:35:20.281 |V| SettingsLogging               | JetPool(S) #4:16   | SettingsChangeDispatch: now dispatching 0 unique requests.
18:35:20.281 |V| SettingsLogging               | JetPool(S) #4:16   | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
18:35:20.290 |I| UnityHighlighterRegistrationHost| :1                 | Sending 'General (Rider)' Highlighter Color Settings Page
18:35:20.292 |I| UnityHighlighterRegistrationHost| :1                 | Sending 'Stacktrace' Highlighter Color Settings Page
18:35:20.292 |W| UnityHighlighterRegistrationHost| :1                 | DemoText for C# contains ''
18:35:20.292 |I| UnityHighlighterRegistrationHost| :1                 | Sending 'C#' Highlighter Color Settings Page
18:35:20.293 |I| UnityHighlighterRegistrationHost| :1                 | Sending 'ASP.NET' Highlighter Color Settings Page
18:35:20.293 |I| UnityHighlighterRegistrationHost| :1                 | Sending 'Assembly Explorer' Highlighter Color Settings Page
18:35:20.293 |I| UnityHighlighterRegistrationHost| :1                 | Sending 'IL (Intermediate Language)' Highlighter Color Settings Page
18:35:20.293 |W| UnityHighlighterRegistrationHost| :1                 | DemoText for Unity contains ''
18:35:20.293 |I| UnityHighlighterRegistrationHost| :1                 | Sending 'Unity' Highlighter Color Settings Page
18:35:20.293 |I| UnityHighlighterRegistrationHost| :1                 | Sending 'Other' Highlighter Color Settings Page
18:35:20.296 |I| RiderSolutionLoadProgress     | :1                 | Execute task [PreparePsiModules] 'JetBrains.ReSharper.Psi.Web.Impl.PsiModules.WebAssemblyReferenceFactoryAllow resolve references'
18:35:20.297 |I| RiderSolutionLoadProgress     | :1                 | Execute task [PreparePsiModules] 'Preparing Unity project'
18:35:20.312 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFiles" 
18:35:20.314 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Assets
18:35:20.329 |W| UnityExternalFilesModuleProcessor| :1                 | Found existing project file for C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Assets\Plugins\Plugins\Editor\JetBrains.RiderFlow\2020.2\JetBrains.Frontend.2020.2.asmdef with existing PSI source file (IsMiscProjectItem: False)
18:35:20.357 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Assets time=42ms
18:35:20.357 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "CollectExternalFilesForDirectory" C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\ProjectSettings
18:35:20.357 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFilesForDirectory" C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\ProjectSettings time=0ms
18:35:20.359 |V| UnityExternalFilesIndexDisablingStrategy| :1                 | Checking automatic asset index disable heuristics for 91 external asset files
18:35:20.360 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "CollectExternalFiles"  time=48ms
18:35:20.360 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "ProcessExternalFiles" 
18:35:20.361 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 1088 meta external files
18:35:20.366 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 91 asset external files
18:35:20.366 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 2 asmdef external files
18:35:20.366 |V| UnityExternalFilesModuleProcessor| :1                 | Adding/updating PSI source files for 0 asmref external files
18:35:20.367 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "ProcessExternalFiles"  time=6ms
18:35:20.452 |I| RiderSolutionLoadProgress     | :1                 | Execute task [BeforeKickOff] 'Project Model Ready'
18:35:20.453 |I| RiderSolutionLoadProgress     | :1                 | Execute task [KickOff] 'Kick off'
18:35:20.461 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 1181 PSI source file changes
18:35:20.471 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
18:35:20.474 |V| SettingsLogging               | JetPool(S) #4:16   | SettingsChangeDispatch: now dispatching 196 unique requests.
18:35:20.478 |V| DaemonImpl                    | JetPool(S) #4:16   | Changed settings (13pcs)[SettingsKey(AutoImport2), SettingsKey(CodeInspection), SettingsKey(CodeStyle), SettingsKey(CSharpLanguageProject), SettingsKey(CSharpNaming), SettingsKey(CSharpTypeConversionHintsOptions), SettingsKey(Environment), SettingsKey(ExternalSources), SettingsKey(InlayHints), SettingsKey(NamespaceProvider), SettingsKey(Naming), SettingsKey(PdbNavigation), SettingsKey(PencilsConfiguration)]
18:35:20.479 |V| AsyncCommitServiceImpl        | JetPool(S) #4:16   | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:35:20.479 |V| AsyncCommitServiceImpl        | JetPool(S) #4:16   | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:35:20.479 |V| AsyncCommitServiceImpl        | JetPool(S) #4:16   | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:35:20.479 |V| AsyncCommitServiceImpl        | JetPool(S) #4:16   | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:35:20.486 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=15ms
18:35:20.486 |I| RiderSolutionLoadProgress     | :1                 | Execute task [KickOff] 'SharedDocumentsSynchronizer::InitOnProjectModelChange'
18:35:20.487 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'ThirdPartyFilesManager::UpdateFilesAndFolders'
18:35:20.487 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'Loading persistent file indices'
18:35:20.489 |V| PersistentIndexManager        | :1                 | <PersistentIndexManager.LoadProjectModel>
18:35:20.540 |V| SettingsLogging               | :50                | SettingsChangeDispatch: done dispatching 196 unique requests in 65 ms.
18:35:20.540 |V| SettingsLogging               | :50                | SettingsChangeDispatch: now dispatching 1 unique requests.
18:35:20.551 |V| PersistentIndexManager        | :1                 | <PersistentIndexManager.LoadProjectModel> finished
18:35:20.552 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:35:20.552 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:35:20.552 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:35:20.552 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:35:20.553 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:35:20.553 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:35:20.553 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:35:20.553 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:35:20.553 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcAreaMasterLocationFormatAttribute::Clear'
18:35:20.576 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcAreaPartialViewLocationFormatAttribute::Clear'
18:35:20.577 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcAreaViewLocationFormatAttribute::Clear'
18:35:20.578 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:35:20.578 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:35:20.578 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:35:20.578 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:35:20.578 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcMasterLocationFormatAttribute::Clear'
18:35:20.579 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcPartialViewLocationFormatAttribute::Clear'
18:35:20.580 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcViewLocationFormatAttribute::Clear'
18:35:20.581 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'XamlInheritorTypeNames::AllowSync'
18:35:20.581 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'Start loading caches'
18:35:20.587 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'DaemonEnablePolicy'
18:35:20.587 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'WebFormsAvailabilityCache'
18:35:20.592 |I| RiderSolutionLoadProgress     | :1                 | Execute task [StartPsi] 'PsiModuleAttributesCache.JetBrains.Annotations.RazorImportNamespaceAttribute::Clear'
18:35:20.593 |I| RiderSolutionLoadProgress     | :1                 | Execute task [RefreshBuildSettings] 'Sync project view'
18:35:20.593 |V| RiderSolutionLoadProgress     | :1                 | <Measured> "SolutionLoad.Preparing.Features"  value=1858ms
18:35:20.593 |V| ProjectModelViewHost          | :1                 | Sync
18:35:20.593 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Fire solution ready'
18:35:20.594 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'init DaemonExcludedFileManager'
18:35:20.594 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Subscribe to SuspendHardOperations'
18:35:20.595 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'PsiModuleAttributeCache::Schedule Updates'
18:35:20.595 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Ready for caches saving'
18:35:20.599 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Build nuget project<->references caches after project model is loaded'
18:35:20.602 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Initial project processing after solution load'
18:35:20.602 |V| NuGetPackageReferenceTracker  | JetPool(S) #4:16   | Starting ProcessAllAsync after SolutionLoadTaskKinds.Done
18:35:20.602 |V| NuGetPackageReferenceTracker  | JetPool(S) #4:16   | ProcessAllAsync: Starting (initialBuildCache = True)
18:35:20.603 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Load recent files cache'
18:35:20.603 |V| NuGetPackageReferenceTracker  | JetPool(S) #4:16   | ProcessAllAsync: Started (initial=True, 53 projects)
18:35:20.604 |V| NuGetPackageReferenceTracker  | JetPool(S) #4:16   | ProcessAllAsync: ReadLock is acquired
18:35:20.607 |V| NuGetPackageReferenceTracker  | JetPool(S) #4:16   | ProcessAllAsync: Starting to process pending projects (N=51)
18:35:20.617 |V| NuGetPackageReferenceTracker  | JetPool(S) #4:16   | ProcessAllAsync: Finished
18:35:20.617 |V| NuGetPackageReferenceTracker  | JetPool(S) #4:16   | myIsInitialProcessingCompleted = true
18:35:20.637 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'IgnoredElementsSearchProvider'
18:35:20.642 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Enqueue advise bookmarks settings'
18:35:20.644 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Advice for project model task sessions'
18:35:20.645 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'Log assemblies performance'
18:35:20.647 |V| AssemblyInfoDatabase          | CacheJobService:46 | Failed to fetch assembly name and id from E:\Unity\2020.3.18f1\Editor\Data\NetStandard\compat\2.0.0\shims\netfx\Microsoft.Win32.Registry.dll
18:35:20.647 |V| AssemblyInfoDatabase          | CacheJobService:46 | Failed to fetch assembly name and id from E:\Unity\2020.3.18f1\Editor\Data\NetStandard\compat\2.0.0\shims\netfx\Microsoft.Win32.Registry.exe
18:35:20.647 |V| AssemblyInfoDatabase          | CacheJobService:46 | Failed to fetch assembly name and id from E:\Unity\2020.3.18f1\Editor\Data\NetStandard\compat\2.0.0\shims\netfx\Microsoft.Win32.Registry.winmd
18:35:20.649 |V| AssembliesDiagnosticHost      | :1                 | <Measured> "AllAssembliesCount" Number of assemblies currently loaded in memory value=408ms
18:35:20.653 |V| AssembliesDiagnosticHost      | :1                 | <Measured> "AllMetadataLoadTime" Number of assemblies currently loaded in memory value=0ms
18:35:20.656 |I| RiderSolutionLoadProgress     | :1                 | Execute task [Done] 'RegisterAsmDefReferenceChangeListener'
18:35:20.656 |I| RiderSolutionLoadProgress     | :1                 | Execute task [AfterDone] 'Complete solution loading'
18:35:20.656 |I| RiderFlowSolutionManager      | :1                 | Finish solution opening 'Unbeatable-FanMade'
18:35:20.660 |V| MetadataAssembly              | CacheJobService:46 | Could not load referenced assembly 0x23000002 “Microsoft.Win32.Registry, Version=4.1.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a” from E:\Unity\2020.3.18f1\Editor\Data\NetStandard\compat\2.0.0\shims\netfx\mscorlib.dll.
18:35:20.660 |V| AssemblyInfoDatabase          | CacheJobService:46 | Failed to fetch assembly name and id from E:\Unity\2020.3.18f1\Editor\Data\NetStandard\compat\2.0.0\shims\netfx\System.Security.Principal.Windows.dll
18:35:20.660 |V| AssemblyInfoDatabase          | CacheJobService:46 | Failed to fetch assembly name and id from E:\Unity\2020.3.18f1\Editor\Data\NetStandard\compat\2.0.0\shims\netfx\System.Security.Principal.Windows.exe
18:35:20.660 |V| AssemblyInfoDatabase          | CacheJobService:46 | Failed to fetch assembly name and id from E:\Unity\2020.3.18f1\Editor\Data\NetStandard\compat\2.0.0\shims\netfx\System.Security.Principal.Windows.winmd
18:35:20.661 |V| MetadataAssembly              | CacheJobService:46 | Could not load referenced assembly 0x23000003 “System.Security.Principal.Windows, Version=4.1.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a” from E:\Unity\2020.3.18f1\Editor\Data\NetStandard\compat\2.0.0\shims\netfx\mscorlib.dll.
18:35:20.661 |V| AssemblyInfoDatabase          | CacheJobService:46 | Failed to fetch assembly name and id from E:\Unity\2020.3.18f1\Editor\Data\NetStandard\compat\2.0.0\shims\netfx\System.Security.AccessControl.dll
18:35:20.661 |V| AssemblyInfoDatabase          | CacheJobService:46 | Failed to fetch assembly name and id from E:\Unity\2020.3.18f1\Editor\Data\NetStandard\compat\2.0.0\shims\netfx\System.Security.AccessControl.exe
18:35:20.661 |V| AssemblyInfoDatabase          | CacheJobService:46 | Failed to fetch assembly name and id from E:\Unity\2020.3.18f1\Editor\Data\NetStandard\compat\2.0.0\shims\netfx\System.Security.AccessControl.winmd
18:35:20.661 |V| MetadataAssembly              | CacheJobService:46 | Could not load referenced assembly 0x23000004 “System.Security.AccessControl, Version=4.1.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a” from E:\Unity\2020.3.18f1\Editor\Data\NetStandard\compat\2.0.0\shims\netfx\mscorlib.dll.
18:35:20.673 |V| SuspendHardOperationsManager  | :1                 | Suspend Hard Operations mode request from: [ProjectModelMonitor::SyncProjects]
18:35:20.673 |V| SuspendHardOperationsManager  | :1                 | ENTER SUSPEND HARD OPERATIONS MODE
18:35:20.675 |V| SuspendHardOperationsManager  | :1                 | RELEASE SUSPEND HARD OPERATIONS
18:35:20.675 |V| SuspendHardOperationsManager  | :1                 | Release Hard Operations mode request from: [ProjectModelMonitor::SyncProjects]
18:35:20.675 |V| ProjectModelMonitor           | :1                 | IsProjectModelReady -> True [ProjectModel: True, Operations: ]
18:35:20.676 |V| NuGetOperator                 | :1                 | NuGetOperator.Idle = False
18:35:20.685 |V| NuGetOperationContext         | NuGetThread:48     | NuGetOperationLevel = ProjectItemPropertiesUpdating
18:35:20.685 |V| SuspendHardOperationsManager  | NuGetThread:48     | Suspend Hard Operations mode request from: [NuGetOperator::ProjectItemPropertiesUpdatingInProgress]
18:35:20.685 |V| SuspendHardOperationsManager  | NuGetThread:48     | ENTER SUSPEND HARD OPERATIONS MODE
18:35:20.691 |V| LevelDbMapStats               | NuGetThread:48     | Sid 1413353939: 'NuGetNupkgStorageKnownPaths-v07'
18:35:20.691 |V| NuGetOperationContext         | NuGetThread:48     | NuGetOperationLevel = NuGetModelUpdating
18:35:20.692 |V| SuspendHardOperationsManager  | NuGetThread:48     | RELEASE SUSPEND HARD OPERATIONS
18:35:20.692 |V| SuspendHardOperationsManager  | NuGetThread:48     | Release Hard Operations mode request from: [NuGetOperator::ProjectItemPropertiesUpdatingInProgress]
18:35:20.696 |V| LevelDbMapStats               | NuGetThread:48     | Sid 2118751906: 'NuGetNupkgStorage-v07'
18:35:20.697 |V| NuGetOperationContext         | NuGetThread:48     | NuGetOperationLevel = FileSystemUpdating
18:35:20.698 |V| NuGetOperator                 | NuGetThread:48     | NuGetOperator.Idle = True
18:35:20.698 |V| NuGetOperationContext         | NuGetThread:48     | NuGetOperationLevel = None
18:35:20.818 |V| AssembliesDiagnostics         | JetPool(S) #2:14   | <Measured> "Load[Microsoft.Win32.Primitives]"  time=204ms
18:35:20.818 |V| AssembliesDiagnostics         | JetPool(S) #1:13   | <Measured> "Load[Microsoft.Win32.Primitives]"  time=205ms
18:35:20.818 |V| AssembliesDiagnostics         | CacheJobService:46 | <Measured> "Load[mscorlib]"  time=204ms
18:35:20.818 |V| AssembliesDiagnostics         | JetPool(S) #4:16   | <Measured> "Load[mscorlib]"  time=198ms
18:35:20.825 |V| AssembliesDiagnostics         | JetPool(S) #3:15   | <Measured> "Load[JetBrains.Annotations]"  time=212ms
18:35:20.825 |V| AssembliesDiagnostics         | JetPool(S) #5:17   | <Measured> "Load[JetBrains.Annotations]"  time=212ms
18:35:20.828 |V| AssembliesDiagnostics         | JetPool(S) #5:17   | Recurrent assembly 'JetBrains.Annotations' load with the same mvid ae9e41331a0047fe822703896221fbd817c00. This is load number 3. Load time: 212
18:35:20.840 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : UnityEngine.TestRunner)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.Mathematics)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.Animation.Triangle.Runtime)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.Timeline)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : UnityEngine.UI)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Cinemachine)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.TextMeshPro)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.Animation.Runtime)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Assembly-CSharp)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.IK.Runtime)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.SpriteShape.Runtime)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.PixelPerfect)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.Common.Runtime)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.InternalAPIEngineBridge.001)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : UnityEditor.TestRunner)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.PlasticSCM.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : UnityEditor.UI)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.Timeline.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.VisualStudio.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : com.unity.cinemachine.editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.Psdimporter.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.Animation.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.TextMeshPro.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.SpriteShape.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.CollabProxy.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : PsdPlugin)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.Path.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.Rider.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.IK.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.Sprite.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.Tilemap.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.PixelPerfect.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.VSCode.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.Common.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.Mathematics.Editor)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.InternalAPIEditorBridge.001)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : JetBrains.Frontend.2020.2)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : UnityEngine.TestRunner.Player)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.Mathematics.Player)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.Animation.Triangle.Runtime.Player)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.Timeline.Player)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : UnityEngine.UI.Player)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Cinemachine.Player)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.TextMeshPro.Player)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.Animation.Runtime.Player)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Assembly-CSharp.Player)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.IK.Runtime.Player)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.SpriteShape.Runtime.Player)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.PixelPerfect.Player)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.2D.Common.Runtime.Player)
18:35:20.841 |V| LinqToXsdSupportManager       | :1                 | Enqueue ProjectImpl(Name : Unity.InternalAPIEngineBridge.001.Player)
18:35:20.864 |V| AssembliesDiagnostics         | JetPool(S) #5:17   | <Measured> "Load[netstandard]"  time=23ms
