11:06:09.793 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
11:06:19.325 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:CSHARP" time=0ms
11:06:19.325 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:CSHARP"  time=1ms
11:06:19.325 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:CSHARP_XMLDOC created
11:06:19.326 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:CSHARP_XMLDOC" time=0ms
11:06:19.326 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:CSHARP_XMLDOC"  time=0ms
11:06:19.326 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:IL created
11:06:19.326 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:IL" time=0ms
11:06:19.326 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:IL"  time=0ms
11:06:19.326 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:REGULAR_EXPRESSION created
11:06:19.326 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:REGULAR_EXPRESSION" time=0ms
11:06:19.326 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:REGULAR_EXPRESSION"  time=0ms
11:06:19.326 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:CLR_REGULAR_EXPRESSION created
11:06:19.326 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:CLR_REGULAR_EXPRESSION" time=0ms
11:06:19.326 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:CLR_REGULAR_EXPRESSION"  time=0ms
11:06:19.326 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:RESX created
11:06:19.327 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:RESX" time=0ms
11:06:19.327 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:RESX"  time=0ms
11:06:19.327 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:VBASIC created
11:06:19.329 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:VBASIC" time=0ms
11:06:19.329 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:VBASIC"  time=0ms
11:06:19.329 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:VB_XMLDOC created
11:06:19.329 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:VB_XMLDOC" time=0ms
11:06:19.329 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:VB_XMLDOC"  time=0ms
11:06:19.329 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:XAML created
11:06:19.331 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:XAML" time=0ms
11:06:19.331 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:XAML"  time=0ms
11:06:19.331 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:DTD created
11:06:19.332 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:DTD" time=0ms
11:06:19.332 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:DTD"  time=0ms
11:06:19.332 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:XML created
11:06:19.332 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:XML" time=0ms
11:06:19.332 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:XML"  time=0ms
11:06:19.332 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:XMLDOC created
11:06:19.332 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:XMLDOC" time=0ms
11:06:19.332 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:XMLDOC"  time=0ms
11:06:19.332 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:INJECTEDXML created
11:06:19.333 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:INJECTEDXML" time=0ms
11:06:19.333 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:INJECTEDXML"  time=0ms
11:06:19.333 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:Web.Config created
11:06:19.333 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:Web.Config" time=0ms
11:06:19.333 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:Web.Config"  time=0ms
11:06:19.333 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:Angular2HTML created
11:06:19.349 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:Angular2HTML" time=0ms
11:06:19.349 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:Angular2HTML"  time=0ms
11:06:19.349 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:InjectedAngular2HTML created
11:06:19.350 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:InjectedAngular2HTML" time=0ms
11:06:19.350 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:InjectedAngular2HTML"  time=0ms
11:06:19.350 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:Razor created
11:06:19.352 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:Razor" time=0ms
11:06:19.352 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:Razor"  time=0ms
11:06:19.352 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:Razor CSharp created
11:06:19.353 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:Razor CSharp" time=0ms
11:06:19.353 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:Razor CSharp"  time=0ms
11:06:19.353 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:Razor CSharp Template created
11:06:19.354 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:Razor CSharp Template" time=0ms
11:06:19.354 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:Razor CSharp Template"  time=0ms
11:06:19.354 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:Blazor created
11:06:19.356 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:Blazor" time=0ms
11:06:19.356 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:Blazor"  time=0ms
11:06:19.356 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:Razor CSharp ASP.NET Core 1.0 created
11:06:19.357 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:Razor CSharp ASP.NET Core 1.0" time=0ms
11:06:19.357 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:Razor CSharp ASP.NET Core 1.0"  time=0ms
11:06:19.357 |V|                               | :1                 | [PT] Language TYPE_SCRIPT is unknown for key => key.BuildPsiFileSizeThreshold
11:06:19.357 |V|                               | :1                 | [PT] Language JAVA_SCRIPT is unknown for key => key.BuildPsiFileSizeThreshold
11:06:19.357 |V|                               | :1                 | [PT] Language JSON is unknown for key => key.BuildPsiFileSizeThreshold
11:06:19.357 |V|                               | :1                 | [PT] Language CPP is unknown for key => key.BuildPsiFileSizeThreshold
11:06:19.357 |V|                               | :1                 | [PT] Language CPP_DOXYGEN is unknown for key => key.BuildPsiFileSizeThreshold
11:06:19.357 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:Razor CSharp ASP.NET Core 2.0 created
11:06:19.358 |V|                               | :1                 | [PT] Language JAVA_SCRIPT is unknown for key => key.AnalysisFileSizeThreshold
11:06:19.358 |V|                               | :1                 | [PT] Language TYPE_SCRIPT is unknown for key => key.AnalysisFileSizeThreshold
11:06:19.358 |V|                               | :1                 | [PT] Language JSON is unknown for key => key.AnalysisFileSizeThreshold
11:06:19.358 |V|                               | :1                 | [PT] Language CSS is unknown for key => key.AnalysisFileSizeThreshold
11:06:19.358 |V|                               | :1                 | [PT] Language CPP is unknown for key => key.AnalysisFileSizeThreshold
11:06:19.358 |V|                               | :1                 | [PT] Language CPP_DOXYGEN is unknown for key => key.AnalysisFileSizeThreshold
11:06:19.358 |V|                               | :1                 | [PT] Language JAVA_SCRIPT is unknown for key => key.AnalysisAverageLineLengthThreshold
11:06:19.358 |V|                               | :1                 | [PT] Language TYPE_SCRIPT is unknown for key => key.AnalysisAverageLineLengthThreshold
11:06:19.358 |V|                               | :1                 | [PT] Language JSON is unknown for key => key.AnalysisAverageLineLengthThreshold
11:06:19.358 |V|                               | :1                 | [PT] Language CSS is unknown for key => key.AnalysisAverageLineLengthThreshold
11:06:19.358 |V|                               | :1                 | [PT] Language TYPE_SCRIPT is unknown for key => key.CompressedFileThreshold
11:06:19.358 |V|                               | :1                 | [PT] Language JAVA_SCRIPT is unknown for key => key.CompressedFileThreshold
11:06:19.358 |V|                               | :1                 | [PT] Language JSON is unknown for key => key.CompressedFileThreshold
11:06:19.358 |V|                               | :1                 | [PT] Language CSS is unknown for key => key.CompressedFileThreshold
11:06:19.359 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:Razor CSharp ASP.NET Core 2.0" time=0ms
11:06:19.359 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:Razor CSharp ASP.NET Core 2.0"  time=0ms
11:06:19.359 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:Razor CSharp ASP.NET Core 3.0 created
11:06:19.361 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:Razor CSharp ASP.NET Core 3.0" time=0ms
11:06:19.361 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:Razor CSharp ASP.NET Core 3.0"  time=0ms
11:06:19.361 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:Razor CSharp Mvc created
11:06:19.362 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:Razor CSharp Mvc" time=0ms
11:06:19.362 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:Razor CSharp Mvc"  time=0ms
11:06:19.362 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:HTML created
11:06:19.363 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:HTML" time=0ms
11:06:19.363 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:HTML"  time=0ms
11:06:19.363 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:INJECTEDHTML created
11:06:19.364 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:INJECTEDHTML" time=0ms
11:06:19.364 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:INJECTEDHTML"  time=0ms
11:06:19.364 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:ASXX created
11:06:19.365 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:ASXX" time=0ms
11:06:19.365 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:ASXX"  time=0ms
11:06:19.365 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:ASPX created
11:06:19.368 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:ASPX" time=0ms
11:06:19.368 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:ASPX"  time=0ms
11:06:19.368 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:Skin created
11:06:19.370 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:Skin" time=0ms
11:06:19.370 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:Skin"  time=0ms
11:06:19.370 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:RouteTemplate created
11:06:19.370 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:RouteTemplate" time=0ms
11:06:19.370 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:RouteTemplate"  time=0ms
11:06:19.370 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:JSON_NEW created
11:06:19.370 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:JSON_NEW" time=0ms
11:06:19.370 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:JSON_NEW"  time=0ms
11:06:19.370 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:UnityYaml created
11:06:19.371 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:UnityYaml" time=0ms
11:06:19.371 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:UnityYaml"  time=0ms
11:06:19.371 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:Fbx created
11:06:19.371 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:Fbx" time=0ms
11:06:19.371 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:Fbx"  time=0ms
11:06:19.371 |V| ComponentStorage              | JetPool(S) #2:14   | PsiLanguageType:YAML created
11:06:19.371 |V| ComponentContainersStatistics | JetPool(S) #2:14   | <Finish> "ComponentContainer.PsiLanguageType:YAML" time=0ms
11:06:19.371 |V| ComponentStorage              | JetPool(S) #2:14   | <Measured> "Compose: PsiLanguageType:YAML"  time=0ms
11:06:19.386 |V| InstalledHostsDiscovery       | :1                 | Searching for hosts in C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin
11:06:19.388 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\Annotations
11:06:19.389 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\CssDefinitions
11:06:19.390 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\Definitions
11:06:19.390 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\ExternalAnnotations
11:06:19.391 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\JavaScript
11:06:19.391 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\linux-arm
11:06:19.391 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\linux-arm64
11:06:19.391 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\linux-musl-arm64
11:06:19.391 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\linux-musl-x64
11:06:19.391 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\linux-x64
11:06:19.392 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\linux-x86
11:06:19.392 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\macos-arm64
11:06:19.392 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\macos-x64
11:06:19.392 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\NetCore
11:06:19.393 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\PsiTasks
11:06:19.393 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\TestRunner
11:06:19.393 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\windows-x64
11:06:19.394 |V| InstalledHostsDiscovery       | :1                 |   Scanning C:\_UnityProjects\Unbeatable-Fanmade\Unbeatable-FanMade\Library\RiderFlow\2022.1.0.129\Backend~\bin\windows-x86
11:06:19.396 |W| NuGetExternalAnnotationsFileProvider| :1                 | No JetBrains.ExternalAnnotations packages found in the host RiderFlow221
11:06:21.536 |E|                               | :1                 | The component JetBrains.RdBackend.Common.Platform.RiderTextAttributesKeyProvider constructor requires JetBrains.RdBackend.Common.Features.Daemon.Registration.HighlighterRegistrationHostBase, which we do not have.

--- EXCEPTION #1/2 [InvalidOperationException]
Message = “The component JetBrains.RdBackend.Common.Platform.RiderTextAttributesKeyProvider constructor requires JetBrains.RdBackend.Common.Features.Daemon.Registration.HighlighterRegistrationHostBase, which we do not have.”
ExceptionPath = Root.InnerException
ClassName = System.InvalidOperationException
HResult = COR_E_INVALIDOPERATION=80131509

--- Outer ---

--- EXCEPTION #2/2 [LoggerException]
Message = “The component JetBrains.RdBackend.Common.Platform.RiderTextAttributesKeyProvider constructor requires JetBrains.RdBackend.Common.Features.Daemon.Registration.HighlighterRegistrationHostBase, which we do not have.”
ExceptionPath = Root
ClassName = JetBrains.Util.LoggerException
InnerException = “Exception #1 at Root.InnerException”
HResult = COR_E_APPLICATION=80131600
StackTraceString = “
  at JetBrains.Util.ILoggerEx.LogException(ILogger this, LoggingLevel level, Exception exception, ExceptionOrigin exceptionOrigin, String comment)
     at JetBrains.Application.Components.SignatureResolution.BindToMethod(MethodBase[] candidates, IValueResolveContext context, Object origin)
     at JetBrains.Application.Extensibility.PartCatalogTypeComponentDescriptor.DoGetDependenciesNoCache()
     at JetBrains.Application.Components.SingletonDescriptor`1.TryGetCachedDependencies(Boolean allowGetValueIfNotAlive)
     at JetBrains.Application.Components.SingletonDescriptor`1.DoGetDependencies()
     at JetBrains.Application.Components.AsyncDescriptorBase.GetDependencies()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetDependencyValues()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetOrCreateValue()
     at JetBrains.Application.Components.AsyncDescriptorBase.InitializingDependenciesComponentState.TryGetSyncUnsafe()
     at JetBrains.Application.Components.AsyncDescriptorBase.InitializingDependenciesComponentState.TryGetSyncImpl()
     at JetBrains.Application.Components.AsyncDescriptorBase.StateWithPriorityCache`1.TryGetSync()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetDependencyValues()
     at JetBrains.Application.Components.AsyncDescriptorBase.TryGetOrCreateValue()
     at JetBrains.Application.Components.AsyncDescriptorBase.GetValue()
     at JetBrains.Application.Components.DelayedInitializationStrategy.<Dispatch>b__8_1()
     at JetBrains.Util.Concurrency.ExecutionContextEx.<>c__DisplayClass0_0.<Run>b__0(Object _)
     at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
     at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
     at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)
     at JetBrains.Util.Concurrency.ExecutionContextEx.Run(ExecutionContext context, ContextCallback callback, Object state)
     at JetBrains.Threading.ReentrancyGuard.Execute(String name, Action action)
     at JetBrains.Threading.ReentrancyGuard.ExecutePendingActions()
     at JetBrains.Util.Concurrency.ExecutionContextEx.<>c__DisplayClass0_0.<Run>b__0(Object _)
     at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
     at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
     at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)
     at JetBrains.Util.Concurrency.ExecutionContextEx.Run(ExecutionContext context, ContextCallback callback, Object state)
     at JetBrains.Threading.JetDispatcher.Closure.Execute()
     at JetBrains.Util.Concurrency.WinJetDispatcher.ProcessQueue(Int32 nMinBucket)
     at System.Windows.Threading.DispatcherOperation.InvokeDelegateCore()
     at System.Windows.Threading.DispatcherOperation.InvokeImpl()
     at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
     at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
     at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)
     at MS.Internal.CulturePreservingExecutionContext.Run(CulturePreservingExecutionContext executionContext, ContextCallback callback, Object state)
     at System.Windows.Threading.DispatcherOperation.Invoke()
     at System.Windows.Threading.Dispatcher.ProcessQueue()
     at System.Windows.Threading.Dispatcher.WndProcHook(IntPtr hwnd, Int32 msg, IntPtr wParam, IntPtr lParam, Boolean& handled)
     at MS.Win32.HwndWrapper.WndProc(IntPtr hwnd, Int32 msg, IntPtr wParam, IntPtr lParam, Boolean& handled)
     at MS.Win32.HwndSubclass.DispatcherCallbackOperation(Object o)
     at System.Windows.Threading.ExceptionWrapper.InternalRealCall(Delegate callback, Object args, Int32 numArgs)
     at System.Windows.Threading.ExceptionWrapper.TryCatchWhen(Object source, Delegate callback, Object args, Int32 numArgs, Delegate catchHandler)
     at System.Windows.Threading.Dispatcher.LegacyInvokeImpl(DispatcherPriority priority, TimeSpan timeout, Delegate method, Object args, Int32 numArgs)
     at MS.Win32.HwndSubclass.SubclassWndProc(IntPtr hwnd, Int32 msg, IntPtr wParam, IntPtr lParam)
     at JetBrains.Interop.WinApi.User32Dll.DispatchMessageW(MSG* lpmsg)
     at JetBrains.Interop.WinApi.User32Dll.DispatchMessageW(MSG* lpmsg)
     at JetBrains.Util.Concurrency.WinJetDispatcher.WinJetDispatcherStaticMethods.InternalPumpMessagesOnce()
     at JetBrains.Util.Concurrency.WinJetDispatcher.WinJetDispatcherStaticMethods.JetBrains.Util.Concurrency.IJetDispatcherStaticMethods.Run()
     at JetBrains.RiderFlow.Product.RiderFlowMain.Main(Lifetime lifetime, ILogger logger, ProtocolComponent protocol, RdShellModel shellModel, ApplicationShutdownRequests shutdownRequests)
     at System.RuntimeMethodHandle.InvokeMethod(Object target, Object[] arguments, Signature sig, Boolean constructor)
     at System.Reflection.RuntimeMethodInfo.UnsafeInvokeInternal(Object obj, Object[] parameters, Object[] arguments)
     at System.Reflection.RuntimeMethodInfo.Invoke(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture)
     at JetBrains.Application.Environment.RunsPublicStaticIntMain.<>c__DisplayClass0_0.<.ctor>b__0()
     at JetBrains.Util.Logging.Logger.Catch(Action action)
     at JetBrains.Util.Concurrency.ExecutionContextEx.<>c__DisplayClass0_0.<Run>b__0(Object _)
     at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
     at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
     at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)
     at JetBrains.Util.Concurrency.ExecutionContextEx.Run(ExecutionContext context, ContextCallback callback, Object state)
     at JetBrains.Threading.JetDispatcher.Closure.Execute()
     at JetBrains.Util.Concurrency.WinJetDispatcher.ProcessQueue(Int32 nMinBucket)
     at System.Windows.Threading.DispatcherOperation.InvokeDelegateCore()
     at System.Windows.Threading.DispatcherOperation.InvokeImpl()
     at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
     at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
     at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)
     at MS.Internal.CulturePreservingExecutionContext.Run(CulturePreservingExecutionContext executionContext, ContextCallback callback, Object state)
     at System.Windows.Threading.DispatcherOperation.Invoke()
     at System.Windows.Threading.Dispatcher.ProcessQueue()
     at System.Windows.Threading.Dispatcher.WndProcHook(IntPtr hwnd, Int32 msg, IntPtr wParam, IntPtr lParam, Boolean& handled)
     at MS.Win32.HwndWrapper.WndProc(IntPtr hwnd, Int32 msg, IntPtr wParam, IntPtr lParam, Boolean& handled)
     at MS.Win32.HwndSubclass.DispatcherCallbackOperation(Object o)
     at System.Windows.Threading.ExceptionWrapper.InternalRealCall(Delegate callback, Object args, Int32 numArgs)
     at System.Windows.Threading.ExceptionWrapper.TryCatchWhen(Object source, Delegate callback, Object args, Int32 numArgs, Delegate catchHandler)
     at System.Windows.Threading.Dispatcher.LegacyInvokeImpl(DispatcherPriority priority, TimeSpan timeout, Delegate method, Object args, Int32 numArgs)
     at MS.Win32.HwndSubclass.SubclassWndProc(IntPtr hwnd, Int32 msg, IntPtr wParam, IntPtr lParam)
     at MS.Win32.UnsafeNativeMethods.DispatchMessage(MSG& msg)
